,text,hour,date,minute,sentiment_compound_polarity,sentiment_neutral,sentiment_negative,sentiment_pos,sentiment_type
4811,#ModiDemonetisationCircus: Columnists say it's blow to personal freedom to wealth. I didn't know it's our right to hoard cash and evade tax,5,12/11/2016,31,0.8126,0.72,0,0.28,POSITIVE
4812,Many people are thinking that modi ji will deposit cash jn their jandhan account... #ModiDemonetisationCircus,5,12/11/2016,32,0,1,0,0,NEUTRAL
4813,#ModiDemonetisationCircus the best part of this circus is that all characters from gymnasts to joker all played by a single man read Modi,5,12/11/2016,32,0.7964,0.701,0,0.299,POSITIVE
4814,"What is responsible for Kejriwal's twitter fan surge? &gt;&gt;&gt; &gt;#DeMonetisationDisaster 

#जब_मैं_छोटा_बच्चा_था… https://t.co/yW2v8Jd1g7",5,12/11/2016,32,0.5574,0.685,0,0.315,POSITIVE
4815,"#ModiDemonetisationCircus Modi is ring master !!!!! Jaitley , Sambit are jokers of the circus !!!",5,12/11/2016,33,0,1,0,0,NEUTRAL
4816,RT @veecharak: With absolute majority he is not open for debate/voting in parliament. Who is stopping him for speaking? BJP MPs?…,5,12/11/2016,33,-0.2406,0.911,0.089,0,NEGATIVE
4817,"We all should request @narendramodi , declare Anti-National those not doing cashless transactions!!!  #ModiDemonetisationCircus",5,12/11/2016,33,0,1,0,0,NEUTRAL
4818,"Now a lottery...... Hey Ram!!
 #ModiDemonetisationCircus https://t.co/4dvMF9nUge",5,12/11/2016,33,0,1,0,0,NEUTRAL
4819,"It seem tax dept is raiding, the same ppl who already declared income under IDS, 
#ModiDemonetisationCircus https://t.co/gHvNqbHvTx",5,12/11/2016,33,0,1,0,0,NEUTRAL
4820,"Virat 200 ...virat power..take a bow 👏👏
3rd double century in this year .....hattsoff 
#ModiDemonetisationCircus
@imVkohli",5,12/11/2016,34,0,1,0,0,NEUTRAL
4821,"#ModiDemonetisationCircus 
Q➡ Who are These Guys to ""Advise"" ❓
Where Were the Few Economists in Govt, the CEA❓… https://t.co/JciVHdjEeD",5,12/11/2016,34,0,1,0,0,NEUTRAL
4822,"How crores of new notes are getting seized and recovered. Who are involved ?Total failure of RBI,Govt and banks! #ModiDemonetisationCircus",5,12/11/2016,34,-0.5562,0.841,0.159,0,NEGATIVE
4823,#NAMO seems the ring master with the whip in his hand and #kejriwal and #Raga seems troublesome and victimised. #ModiDemonetisationCircus,5,12/11/2016,34,-0.3818,0.654,0.223,0.123,NEGATIVE
4824,"RT @gs_sodhi: Now a lottery...... Hey Ram!!
 #ModiDemonetisationCircus https://t.co/4dvMF9nUge",5,12/11/2016,34,0,1,0,0,NEUTRAL
4825,ppl r standing with patience in queues is bcoz they r hoping will get some good amt in their accounts... #ModiDemonetisationCircus,5,12/11/2016,34,0.6908,0.749,0,0.251,POSITIVE
4826,#achhedin for #hackers.New tourism of #india. #twiiter security failed. #ModiDemonetisationCircus #Istanbul #virat #nobel #CashlessKotaBundi,5,12/11/2016,34,-0.2263,0.678,0.186,0.136,NEGATIVE
4827,Change is painful in beginning agony in middle gorgeous in end #ModiDemonetisationCircus,5,12/11/2016,34,-0.1779,0.481,0.305,0.214,NEGATIVE
4828,"@stockfuture1 #CashlessKotaBundi  #ModiDemonetisationCircus CHAYEWALLA BRAIN doesnt understand ""DIGITAL SECURITY""/ Diplomacy, HE LL EAT ALL",5,12/11/2016,35,0,1,0,0,NEUTRAL
4829,"A scheme applauded by all those corrupted actors,cricketers &amp; politicians and rejected by common people #ModiDemonetisationCircus",5,12/11/2016,35,-0.2023,0.691,0.176,0.133,NEGATIVE
4830,"RT @Tom__S_Mason: 80 dead in various incidents, suspected link to #DeMonetisation SHAME SHAME! 280 dead following JJ death. Wow! Smh #ModiD…",5,12/11/2016,35,-0.9608,0.276,0.574,0.15,NEGATIVE
4831,#ModiDemonetisationCircus - New menu everyday to cover up the blunder. I'm worried for the next populist master str… https://t.co/nz3RmJxqKc,5,12/11/2016,35,-0.296,0.885,0.115,0,NEGATIVE
4832,RT @dVipulSingh: #NAMO seems the ring master with the whip in his hand and #kejriwal and #Raga seems troublesome and victimised. #ModiDemon…,5,12/11/2016,35,-0.3818,0.679,0.207,0.114,NEGATIVE
4833,#ModiDemonetisationCircus save India from modi and his #puppets.....#raghuramrajan never support this circus,5,12/11/2016,35,0.2363,0.647,0.146,0.207,POSITIVE
4834,They may be getting it directly from printing press because सैंया भये कोतवाल तो डर काहे का । https://t.co/8jXGmhHOen,5,12/11/2016,35,0,1,0,0,NEUTRAL
4835,"#ModiDemonetisationCircus 
Man who guarded borders kills himself bcz he can't get cash at ATM. 
भारत माता की जय!… https://t.co/WFZe92sQ1o",5,12/11/2016,35,-0.5848,0.826,0.174,0,NEGATIVE
4836,Others need to follow ! #CashlessKotaBundi #SundaySpecial #ModiDemonetisationCircus #IAmWithModi https://t.co/gGVLtZRVWZ via @vSupportNamo,5,12/11/2016,35,0,1,0,0,NEUTRAL
4837,Poor implementation is damaging the credibility of this government. #ModiDemonetisationCircus,5,12/11/2016,36,-0.7506,0.556,0.444,0,NEGATIVE
4838,"RT @aapkapunjab: Angry traders at Nehru Place protests against #DeMonetisation Disaster of Modi Govt
https://t.co/gK1vRfYr0K
#ModiDemonetis…",5,12/11/2016,36,-0.8519,0.583,0.417,0,NEGATIVE
4839,#ModiDemonetisationCircus After building ATM every corner to reduce people suffering now government realized cashless economy!!,5,12/11/2016,36,-0.5696,0.792,0.208,0,NEGATIVE
4840,"RT @maheshjain86: Virat 200 ...virat power..take a bow 👏👏
3rd double century in this year .....hattsoff 
#ModiDemonetisationCircus
@imVkohli",5,12/11/2016,36,0,1,0,0,NEUTRAL
4841,One district in telengana gone chashless state to follow along with AP think positive n move no going back  #ModiDemonetisationCircus,5,12/11/2016,36,0.34,0.746,0.096,0.158,POSITIVE
4842,"Forget about TIME Person of the Year
This is the TIME Cover Modi Earned 👇
@rkhuria 
#ModiDemonetisationCircus… https://t.co/Gnh4wjSwrP",5,12/11/2016,36,-0.2263,0.899,0.101,0,NEGATIVE
4843,"RT @VAvinash: BTW, why is this news ignored by majority of Media?
The Govt of the day is misleading ppl &amp; it's not news-worthy??
#ModiDemon…",5,12/11/2016,36,-0.6747,0.806,0.194,0,NEGATIVE
4844,One month on and people continue to stand in long and serpentine queues outside banks and ATMs. #ModiDemonetisationCircus,5,12/11/2016,36,0,1,0,0,NEUTRAL
4845,RBI coming up with plastic notes shortly on one hand they talk abt environment and other Increased plastic use. #ModiDemonetisationCircus,5,12/11/2016,36,0.6486,0.773,0,0.227,POSITIVE
4846,"@suchetadalal @erraj99 they wont do that !! no transparency in reality, it #ModiDemonetisationCircus",5,12/11/2016,36,-0.4184,0.812,0.188,0,NEGATIVE
4847,"RT @supmegha: A scheme applauded by all those corrupted actors,cricketers &amp; politicians and rejected by common people #ModiDemonetisationCi…",5,12/11/2016,36,-0.2023,0.721,0.159,0.12,NEGATIVE
4848,"#modidemonetisationcircus If opposition has stopped Modi from speaking in parliament they have done a big favour,people are bored by jumlas",5,12/11/2016,36,-0.4588,0.81,0.19,0,NEGATIVE
4849,#ModiDemonetisationCircus continues https://t.co/Cbt7vYeutM,5,12/11/2016,36,0,1,0,0,NEUTRAL
4850,RT @dollymoga: They may be getting it directly from printing press because सैंया भये कोतवाल तो डर काहे का । https://t.co/8jXGmhHOen,5,12/11/2016,37,0,1,0,0,NEUTRAL
4851,400 cr of 500 is with Veerappa moily wants to like that so many with leaders history will thank Modi 🙏 #ModiDemonetisationCircus,5,12/11/2016,37,0.6124,0.8,0,0.2,POSITIVE
4852,"RT @AK_AAP: Story on #ModiDemonetisationCircus
@Troll_Modi @IndianOffice https://t.co/JizZJ2cXnQ",5,12/11/2016,37,0,1,0,0,NEUTRAL
4853,This is called a boring repetitive comedy. No one even gets to giggle https://t.co/PogDpjCFMV,5,12/11/2016,37,-0.0516,0.404,0.328,0.268,NEGATIVE
4854,#ModiDemonetisationCircus has made all d #political animals dance naked on his tunes.Soon they'll need lubricant 2 apply on impacted places,5,12/11/2016,37,0,1,0,0,NEUTRAL
4855,#POLL Opposition parties observe DEC 8 as Black Day.What was it according to you? @narendramodi #CashlessKotaBundi #ModiDemonetisationCircus,5,12/11/2016,37,0.4019,0.847,0,0.153,POSITIVE
4856,"RT @SatishKapur4: #modidemonetisationcircus If opposition has stopped Modi from speaking in parliament they have done a big favour,people a…",5,12/11/2016,37,-0.2263,0.899,0.101,0,NEGATIVE
4857,"Shopkeepers in #Nainital were accepting @paytm
But in #Gurugram no one is accepting wallet/online transaction.
 
#ModiDemonetisationCircus",5,12/11/2016,37,0.4588,0.637,0.108,0.255,POSITIVE
4858,"#जब_मैं_छोटा_बच्चा_था
#ModiDemonetisationCircus
#CashlessKotaBundi
#CycloneVardah
#CashlessKotaBundi
who is in tension coz of demonetisation",5,12/11/2016,38,-0.3182,0.827,0.173,0,NEGATIVE
4859,#ModiDemonetisationCircus lets wait and see what will happen after Dec31. There should be a benefit for our suffering.,5,12/11/2016,38,-0.0258,0.711,0.147,0.142,NEGATIVE
4860,"#ModiDemonetisationCircus  If opposition has stopped Modi from speaking in parliament they have done a big favour,people are bored by jumlas",5,12/11/2016,38,-0.4588,0.81,0.19,0,NEGATIVE
4861,400 cr with Veerappa moily like that so many on the rd history will thank Modi &amp; praise his guts 👍🙏#ModiDemonetisationCircus,5,12/11/2016,38,0.8225,0.677,0,0.323,POSITIVE
4862,Very true. He only believes in monologue. #ModiDemonetisationCircus https://t.co/iwfysdwBjZ,5,12/11/2016,38,0.4754,0.721,0,0.279,POSITIVE
4863,Go through this trend and u will find only #AAP stooges and jobless leaders of AAP Congress tweeting about this #ModiDemonetisationCircus,5,12/11/2016,38,0,1,0,0,NEUTRAL
4864,RT @SheikAbd96: #ModiDemonetisationCircus lets wait and see what will happen after Dec31. There should be a benefit for our suffering.,5,12/11/2016,38,-0.0258,0.736,0.134,0.13,NEGATIVE
4865,"The Army men, on whose behalf this Govt is  asking for votes is getting such kind of treatment!! shameful!… https://t.co/HasJYY8uhy",5,12/11/2016,39,0,1,0,0,NEUTRAL
4866,"Do u agree Virat will get triple century today ??

#UFC206
#जब_मै_छोटा_बच्चा_था
#CashlessKotaBundi
Jayant Yadav
#ModiDemonetisationCircus",5,12/11/2016,39,0.4329,0.83,0,0.17,POSITIVE
4867,"RT @geetv79: Forget about TIME Person of the Year
This is the TIME Cover Modi Earned 👇
@rkhuria 
#ModiDemonetisationCircus… ",5,12/11/2016,39,-0.2263,0.905,0.095,0,NEGATIVE
4868,"On Dec 31, Please give another 50 days... https://t.co/TK4ZCU8iwP",5,12/11/2016,39,0.3182,0.777,0,0.223,POSITIVE
4869,"Losing salary for taking leave is thing of past, now it's losing day of leave to get a salary is trend. after #ModiDemonetisationCircus",5,12/11/2016,39,-0.6808,0.703,0.297,0,NEGATIVE
4870,"RT @maheshjain86: Do u agree Virat will get triple century today ??

#UFC206
#जब_मै_छोटा_बच्चा_था
#CashlessKotaBundi
Jayant Yadav
#ModiDemo…",5,12/11/2016,39,0.4329,0.848,0,0.152,POSITIVE
4871,Govt will pump afte 31 now all parties r looking to convert old currencies people have 400/500 cr old notes  #ModiDemonetisationCircus,5,12/11/2016,39,0.4019,0.876,0,0.124,POSITIVE
4872,Where so called lions are also dancing like pappu krjrrudin mamta mayawati mulayam etc.  #ModiDemonetisationCircus,5,12/11/2016,39,0.3612,0.848,0,0.152,POSITIVE
4873,Does this whole exercise have approval of finance minister and RBI Governor? Don't happen to hear much from them! #ModiDemonetisationCircus,5,12/11/2016,39,0.5255,0.849,0,0.151,POSITIVE
4874,"#Modi: ""Will slowly slowly move towards what the situation was earlier"" - Then why the Fucking #ModiDemonetisationCircus at all? #PhirkiLiya",5,12/11/2016,39,0,1,0,0,NEUTRAL
4875,#INDvENG Virat #PMINDEESA  #CashlessKotaBundi #ModiDemonetisationCircus   #जब_मैं_छोटा_बच्चा_था BEST CAPTAIN IN TEST CRI ?STILL PLAYING,5,12/11/2016,40,0.8159,0.596,0,0.404,POSITIVE
4876,. People dying in queue and bjp leader are taking jibe on it  #ModiDemonetisationCircus https://t.co/kBoIwSWtWV,5,12/11/2016,40,0,1,0,0,NEUTRAL
4877,"RT @geetv79: #ModiDemonetisationCircus 
Q➡ Who are These Guys to ""Advise"" ❓
Where Were the Few Economists in Govt, the CEA❓… ",5,12/11/2016,40,0,1,0,0,NEUTRAL
4878,RT @anandraaj01: #ModiDemonetisationCircus continues https://t.co/Cbt7vYeutM,5,12/11/2016,40,0,1,0,0,NEUTRAL
4879,"RT @dhanno_ghodi: #जब_मैं_छोटा_बच्चा_था
#ModiDemonetisationCircus
#CashlessKotaBundi
#CycloneVardah
#CashlessKotaBundi
who is in tension co…",5,12/11/2016,40,-0.3182,0.827,0.173,0,NEGATIVE
4880,"Bjp minister caught with 92 lacs and no action or media catch,thanks  #ModiDemonetisationCircus https://t.co/In9P3XNig6",5,12/11/2016,40,-0.296,0.855,0.145,0,NEGATIVE
4881,"#ModiDemonetisationCircus
My name is CASH, 

and I'm not available

...Cheque De India",5,12/11/2016,40,0,1,0,0,NEUTRAL
4882,. People dying in queue and bjp leader are taking jibe on it  #ModiDemonetisationCircus https://t.co/o7yLRL51uk A,5,12/11/2016,40,0,1,0,0,NEUTRAL
4883,RT @craditya: Poor implementation is damaging the credibility of this government. #ModiDemonetisationCircus,5,12/11/2016,40,-0.7506,0.61,0.39,0,NEGATIVE
4884,RT @dVipulSingh: RBI coming up with plastic notes shortly on one hand they talk abt environment and other Increased plastic use. #ModiDemon…,5,12/11/2016,40,0.6486,0.791,0,0.209,POSITIVE
4885,RT @jamalah59082230: One month on and people continue to stand in long and serpentine queues outside banks and ATMs. #ModiDemonetisationCir…,5,12/11/2016,40,0,1,0,0,NEUTRAL
4886,RT @BudbakChacha: #ModiDemonetisationCircus  this is how ringmaster modi and shah handle Bhaktards https://t.co/6v2MCSYTfC A,5,12/11/2016,40,0,1,0,0,NEUTRAL
4887,RT @neeraj007nj: #ModiDemonetisationCircus save India from modi and his #puppets.....#raghuramrajan never support this circus,5,12/11/2016,40,0.2363,0.687,0.129,0.183,POSITIVE
4888,The bride and groom are shock by U-turn of govt on cash relaxation for marriage  #ModiDemonetisationCircus https://t.co/XdmuIN4r2g,5,12/11/2016,40,0.2023,0.714,0.124,0.162,POSITIVE
4889,No media aired this. #presstitutes #PaidTweetsByBJP #PaidMedia #DeMonetisationDisaster #ModiDemonetisationCircus https://t.co/Kgj945AQMr,5,12/11/2016,41,-0.296,0.804,0.196,0,NEGATIVE
4890,U-turn by govt on giving cash relaxation to farmers   #ModiDemonetisationCircus https://t.co/F7ho7hEFeS,5,12/11/2016,41,0.7003,0.608,0,0.392,POSITIVE
4891,is fauzi d easy target for police to vent their anger? d last moral stand of d nation is made to crack!!! moreover… https://t.co/Cgj41yKlKx,5,12/11/2016,41,-0.3971,0.718,0.173,0.11,NEGATIVE
4892,RT @madil80: No media aired this. #presstitutes #PaidTweetsByBJP #PaidMedia #DeMonetisationDisaster #ModiDemonetisationCircus https://t.co/…,5,12/11/2016,41,-0.296,0.833,0.167,0,NEGATIVE
4893,"Loot,looter,looted the middle class in name of Demonetization   #ModiDemonetisationCircus https://t.co/KF0MCCE9qB",5,12/11/2016,41,0,1,0,0,NEUTRAL
4894,It's  strange that media is showing cash scarcity in those places where those opposing #DeMonetisation r in power #ModiDemonetisationCircus,5,12/11/2016,41,-0.2023,0.904,0.096,0,NEGATIVE
4895,#ModiDemonetisationCircus - The players: https://t.co/AGZYYGvkst,5,12/11/2016,41,0,1,0,0,NEUTRAL
4896,RT @AAPKA_RK: The bride and groom are shock by U-turn of govt on cash relaxation for marriage  #ModiDemonetisationCircus https://t.co/XdmuI…,5,12/11/2016,41,0.2023,0.739,0.113,0.148,POSITIVE
4897,Huge setback to daily wages labour on their daily bread butter thanks due to biggest goof up of Demonetization… https://t.co/AuIRCEJuU3,5,12/11/2016,41,0.6369,0.776,0,0.224,POSITIVE
4898,RT @AAPKA_RK: U-turn by govt on giving cash relaxation to farmers   #ModiDemonetisationCircus https://t.co/F7ho7hEFeS,5,12/11/2016,42,0.7003,0.655,0,0.345,POSITIVE
4899,#ModiDemonetisationCircus economic fun for poor and shock for rich.,5,12/11/2016,42,0.296,0.284,0.324,0.392,POSITIVE
4900,Anti-Modi protest by traders in New Delhi. Check out the video. #DeMonetisation https://t.co/3QPZ8JnU95,5,12/11/2016,42,-0.25,0.857,0.143,0,NEGATIVE
4901,. Aam aadmi is stressful and nation fooled in name of Demonetization  #ModiDemonetisationCircus https://t.co/eGXFQUqXX8,5,12/11/2016,42,-0.7096,0.651,0.349,0,NEGATIVE
4902,RT @nav_nirvana: Others need to follow ! #CashlessKotaBundi #SundaySpecial #ModiDemonetisationCircus #IAmWithModi https://t.co/gGVLtZRVWZ v…,5,12/11/2016,42,0,1,0,0,NEUTRAL
4903,"#ModiDemonetisationCircus every time i pay dues to my cook, lunch service etc through @TheOfficialSBI Online they cut commission of Rs 2.30",5,12/11/2016,42,-0.3612,0.837,0.163,0,NEGATIVE
4904,With Demonetisation Narendra Modi has destroyed the BJP Destroyed the Poor Middle Class Traders Small business Big… https://t.co/eWtL4H90zL,5,12/11/2016,42,-0.8591,0.612,0.388,0,NEGATIVE
4905,"RT @munnnabai: #ModiDemonetisationCircus Modi is ring master !!!!! Jaitley , Sambit are jokers of the circus !!!",5,12/11/2016,42,0,1,0,0,NEUTRAL
4906,People Who's Spreading #ModiDemonetisationCircus Are,5,12/11/2016,42,0,1,0,0,NEUTRAL
4907,"#ModiDemonetisationCircus feku lies again..says nt being allwd 2 speak in LS. Bhakton, make him understand - 2 speak in LS he has 2 be there",5,12/11/2016,42,-0.4215,0.877,0.123,0,NEGATIVE
4908,"RT @manavjivan: What is responsible for Kejriwal's twitter fan surge? &gt;&gt;&gt; &gt;#DeMonetisationDisaster 

#जब_मैं_छोटा_बच्चा_था… ",5,12/11/2016,42,0.5574,0.705,0,0.295,POSITIVE
4909,"RT @stockfuture1: @stockfuture1 #CashlessKotaBundi  #ModiDemonetisationCircus CHAYEWALLA BRAIN doesnt understand ""DIGITAL SECURITY""/ Diplom…",5,12/11/2016,42,0,1,0,0,NEUTRAL
4910,"RT @AAPKA_RK: Bjp minister caught with 92 lacs and no action or media catch,thanks  #ModiDemonetisationCircus https://t.co/In9P3XNig6",5,12/11/2016,42,-0.296,0.872,0.128,0,NEGATIVE
4911,#ModiDemonetisationCircus more than 3 lakh peoples are waiting to listen modi #modiinbahraich https://t.co/e1eNlHurHh,5,12/11/2016,42,0,1,0,0,NEUTRAL
4912,RT @niftysiri: #achhedin for #hackers.New tourism of #india. #twiiter security failed. #ModiDemonetisationCircus #Istanbul #virat #nobel #C…,5,12/11/2016,43,-0.2263,0.711,0.168,0.122,NEGATIVE
4913,No disclosure of Swiss account black money hoarders  #ModiDemonetisationCircus https://t.co/gtFTlvH5ul,5,12/11/2016,43,-0.296,0.804,0.196,0,NEGATIVE
4914,"RT @KVKameshwar: #जब_मैं_छोटा_बच्चा_था had no money in my pocket. Still the same now. 
RT if agree 😂😂

#ModiDemonetisationCircus",5,12/11/2016,43,0.0772,0.773,0.106,0.121,POSITIVE
4915,"Have seen banks ,ATM in small cities, towns of #Bihar working smoothly as they wer before #DeMonetisation #ModiDemonetisationCircus",5,12/11/2016,43,0,1,0,0,NEUTRAL
